"Text-raw","IsAVerse","Verse-temp","Chapter 1","AnyChapter","IsABook","Type","Chapter","Text"
"79 And thus also those judges who were at the garden of Nephi and heard his words were also gathered together at the burial.",1,79,0,0,0,"verse",3,"And thus also those judges who were at the garden of Nephi and heard his words were also gathered together at the burial."
"80 And it came to pass that they inquired among the people, saying, Where are the five who were sent to inquire concerning the chief judge, whether he was dead?",1,80,0,0,0,"verse",3,"And it came to pass that they inquired among the people, saying, Where are the five who were sent to inquire concerning the chief judge, whether he was dead?"
"81 And they answered and said, Concerning this five whom ye say ye have sent, we know not; but there are five, who are the murderers, whom we have cast into prison.",1,81,0,0,0,"verse",3,"And they answered and said, Concerning this five whom ye say ye have sent, we know not; but there are five, who are the murderers, whom we have cast into prison."
"82 And it came to pass that the judges desired that they should be brought; and they were brought, and behold, they were the five who were sent.",1,82,0,0,0,"verse",3,"And it came to pass that the judges desired that they should be brought; and they were brought, and behold, they were the five who were sent."
"83 And behold, the judges inquired of them to know concerning the matter, and they told them all that they had done, saying, We ran and came to the place of the judgment seat; and when we saw all things, even as Nephi had testified, we were astonished, insomuch that we fell to the earth; and when we were recovered from our astonishment, behold, they cast us into prison.",1,83,0,0,0,"verse",3,"And behold, the judges inquired of them to know concerning the matter, and they told them all that they had done, saying, We ran and came to the place of the judgment seat; and when we saw all things, even as Nephi had testified, we were astonished, insomuch that we fell to the earth; and when we were recovered from our astonishment, behold, they cast us into prison."
"84 Now as for the murder of this man, we know not who has done it; and only this much we know: we ran and came according as ye desired, and behold, he was dead according to the words of Nephi.",1,84,0,0,0,"verse",3,"Now as for the murder of this man, we know not who has done it; and only this much we know: we ran and came according as ye desired, and behold, he was dead according to the words of Nephi."
"85 And now, it came to pass that the judges did expound the matter unto the people and did cry out against Nephi, saying, Behold, we know that this Nephi must have agreed with someone to slay the judge; and then he might declare it unto us, that he might convert us unto his faith, that he might raise himself to be a great man, chosen of God and a prophet.",1,85,0,0,0,"verse",3,"And now, it came to pass that the judges did expound the matter unto the people and did cry out against Nephi, saying, Behold, we know that this Nephi must have agreed with someone to slay the judge; and then he might declare it unto us, that he might convert us unto his faith, that he might raise himself to be a great man, chosen of God and a prophet."
"86 And now, behold, we will detect this man; and he shall confess his fault and make known unto us the true murderer of this judge.",1,86,0,0,0,"verse",3,"And now, behold, we will detect this man; and he shall confess his fault and make known unto us the true murderer of this judge."
"87 And it came to pass that the five were liberated on the day of the burial.",1,87,0,0,0,"verse",3,"And it came to pass that the five were liberated on the day of the burial."
"88 Nevertheless, they did rebuke the judges in the words which they had spoken against Nephi and did contend with them one by one, insomuch that they did confound them.",1,88,0,0,0,"verse",3,"Nevertheless, they did rebuke the judges in the words which they had spoken against Nephi and did contend with them one by one, insomuch that they did confound them."
"89 Nevertheless, they caused that Nephi should be taken, and bound, and brought before the multitude; and they began to question him in divers ways, that they might cross him, that they might accuse him to death--",1,89,0,0,0,"verse",3,"Nevertheless, they caused that Nephi should be taken, and bound, and brought before the multitude; and they began to question him in divers ways, that they might cross him, that they might accuse him to death--"
"90 Saying unto him, Thou art confederate. Who is this man that has done this murder? Now tell us, and acknowledge thy fault, saying, Behold, here is money; and also we will grant unto thee thy life, if thou wilt tell us and acknowledge the agreement which thou hast made with him.",1,90,0,0,0,"verse",3,"Saying unto him, Thou art confederate. Who is this man that has done this murder? Now tell us, and acknowledge thy fault, saying, Behold, here is money; and also we will grant unto thee thy life, if thou wilt tell us and acknowledge the agreement which thou hast made with him."
